id,name_short,name,type,sex,origin,genre,language,year,tracks,second_year
LaNe,LaNe,LaNelle Seymour,1,99,99,99,99,99,99,99
LarryMi,LarryMi,Larry Mizell,1,2,2,99,99,99,99,99
LMJr,LMJr,Larry Mullen Jr.,1,2,10,99,99,99,99,99
LaSm,LaSm,Larry Smith,1,2,2,99,99,99,99,99
Lars,Lars,Lars Ulrich,1,2,10,99,99,99,99,99
LaSh,LaSh,LaShawn Daniels,1,2,2,99,99,99,99,99
LauraGi,LauraGi,Laura Giordano,1,1,99,99,99,99,99,99
Laur,Laur,Laura Welsh,1,1,1,99,99,99,99,99
LaurenC,LaurenC,Lauren Christy,1,1,1,99,99,99,99,99
Laurence,Laurence,Laurence Tolhurst,1,2,1,99,99,99,99,99
Laxc,Laxc,Laxcity,1,2,10,99,99,99,99,99
LeeS,LeeS,Lee Seu Ran,1,1,10,99,99,99,99,99
Leig,Leig,Leigh Harline,1,2,2,99,99,99,99,99
Lela,Lela,Leland,1,2,2,99,99,99,99,99
LeWh,LeWh,Leland Whitty,1,2,7,99,99,99,99,99
Lemo,Lemo,Lemonade by Beyonce,2,55,55,7,1,2016,12,55
LeoNo,LeoNo,Leo Nocentelli,1,2,2,99,99,99,99,99
LeMi,LeMi,Leon Michels,1,2,2,99,99,99,99,99
Leon,Leon,Leonard Cohen,1,2,7,99,99,99,99,99
Lerm,Lerm,Lermon Horton,1,2,2,99,99,99,99,99
Levi,Levi,Levi (KOR),1,99,99,99,99,99,99,99
LiBa,LiBa,Liam Bailey,1,2,1,99,99,99,99,99
Liam,Liam,Liam Payne,1,2,1,99,99,99,99,99
LilB,LilB,Lil Baby,1,2,2,99,99,99,99,99
LilD,LilD,Lil Dicky,1,2,2,99,99,99,99,99
LilW,LilW,Lil Wayne,1,2,2,99,99,99,99,99
Lily,Lily,Lily Allen,1,1,1,99,99,99,99,99
Linde,Linde,Lindel Deon Nelson,1,99,99,99,99,99,99,99
Lindy,Lindy,Lindy Robbins,1,1,2,99,99,99,99,99
LiGo,LiGo,Lisa Gomamoto,1,1,10,99,99,99,99,99
Litt,Litt,Little Walter,1,2,2,99,99,99,99,99
Livv,Livv,Livvi Franc,1,1,1,99,99,99,99,99
LizRod,LizRod,Liz Rodrigues,1,1,7,99,99,99,99,99
LizRos,LizRos,Liz Rose,1,1,2,99,99,99,99,99
LiOw,LiOw,Liza Owen,1,1,1,99,99,99,99,99
LLCJ,LLCJ,LL Cool J,1,2,2,99,99,99,99,99
Loga,Loga,Logan Sama,1,2,1,99,99,99,99,99
Loll,Loll,Lolly Vegas,1,2,2,99,99,99,99,99
Lone,Lone,Lonestarrmuzik,1,2,2,99,99,99,99,99
loph,loph,lophiile,1,2,2,99,99,99,99,99
Lord,Lord,Lord Burgess,1,2,2,99,99,99,99,99
Lorde,Lorde,Lorde,1,1,10,99,99,99,99,99
lori,lori,lori (JPN),1,99,99,99,99,99,99,99
LoriM,LoriM,Lori McKenna,1,1,2,99,99,99,99,99
LosD,LosD,Los Da Mystro,1,2,2,99,99,99,99,99
LouB,LouB,Lou Baxter,1,2,2,99,99,99,99,99
Loud,Loud,Loud by Rihanna,2,55,55,1,1,2011,11,55
Louig,Louig,Louiguy,1,2,4,99,99,99,99,99
LouisBe,LouisBe,Louis Bell,1,2,2,99,99,99,99,99
LouisTo,LouisTo,Louis Tomlinson,1,2,1,99,99,99,99,99
LYSA,LYSA,LOVE YOURSELF 'Answer' by BTS,2,55,55,11,6,2018,26,55
LYST,LYST,LOVE YOURSELF 'Tear' by BTS,2,55,55,11,6,2018,11,55
Love,Love,Lover by Taylor Swift,2,55,55,1,1,2019,18,55
LP,LP,LP,1,1,2,99,99,99,99,99
Luda,Luda,Ludacris,1,2,2,99,99,99,99,99
Ludw,Ludw,Ludwig Lindell,1,2,9,99,99,99,99,99
LuRe,LuRe,Luis Resto,1,2,2,99,99,99,99,99
Luka,Luka,Lukas Nelson,1,2,2,99,99,99,99,99
Lunc,Lunc,LunchMoney Lewis,1,2,2,99,99,99,99,99
LuRa,LuRa,Luther Rabb,1,2,2,99,99,99,99,99
LUTR,LUTR,LUTRA,1,99,99,99,99,99,99,99
Lyri,Lyri,Lyrica Anderson,1,1,2,99,99,99,99,99
MPha,MPha,M-Phazes,1,2,8,99,99,99,99,99
MackG,MackG,Mack Gordon,1,2,2,99,99,99,99,99
MackM,MackM,Mack Maine,1,2,2,99,99,99,99,99
Made,Made,Made in the A.M. by One Direction,2,55,55,1,1,2015,17,55
Madeo,Madeo,Madeon,1,2,5,99,99,99,99,99
Maej,Maej,Maejor,1,2,2,99,99,99,99,99
Magi,Magi,Magic Sam,1,2,2,99,99,99,99,99
Magn,Magn,Magnus Lidehäll,1,2,9,99,99,99,99,99
Majid,Majid,Majid Al Maskati,1,2,7,99,99,99,99,99
MaAt,MaAt,Maki Athanasiou,1,2,2,99,99,99,99,99
Mlay,Mlay,Malay,1,2,2,99,99,99,99,99
Malc,Malc,Malcolm McLaren,1,2,1,99,99,99,99,99
MalcomYo,MalcomYo,Malcolm Young,1,2,1,99,99,99,99,99
Mali,Mali,Malik Yusef,1,2,2,99,99,99,99,99
Malo,Malo,Malory,1,2,10,99,99,99,99,99
MMia,MMia,Mamma Mia Here We Go Again Original Motion Picture Soundtrack,2,55,55,12,1,2018,18,55
Mane,Mane,Maneesh,1,2,7,99,99,99,99,99
MaFr,MaFr,Mannie Fresh,1,2,2,99,99,99,99,99
Mano,Mano,Mano,1,2,10,99,99,99,99,99
MAPOsev,MAPOsev,MAP OF THE SOUL: 7 by BTS,2,55,55,11,6,2020,20,55
MAPO,MAPO,MAP OF THE SOUL: PERSONA by BTS,2,55,55,11,6,2019,7,55
MaBa,MaBa,Marc Batson,1,2,2,99,99,99,99,99
MarcG,MarcG,Marc Gay,1,2,2,99,99,99,99,99
Marcos,Marcos,Marcos Palacios,1,2,2,99,99,99,99,99
MarcusMa,MarcusMa,"Marcus ""Max"" Boyd",1,2,2,99,99,99,99,99
MarcusMc,MarcusMc,Marcus McCoan,1,2,1,99,99,99,99,99
MarcusMu,MarcusMu,Marcus Mumford,1,2,2,99,99,99,99,99
Mari,Mari,Maria Schneider,1,1,2,99,99,99,99,99
MariahC,MariahC,Mariah Carey,1,1,2,99,99,99,99,99
MaRe,MaRe,Mario Resto,1,2,10,99,99,99,99,99
Mario,Mario,Mario Winans,1,2,2,99,99,99,99,99
Mariy,Mariy,Mariya Takeuchi,1,1,10,99,99,99,99,99
MaCr,MaCr,Mark Crew,1,2,1,99,99,99,99,99
MarkJa,MarkJa,Mark James,1,2,2,99,99,99,99,99
MarkN,MarkN,Mark Nilan Jr.,1,2,2,99,99,99,99,99
MarkR,MarkR,Mark Ronson,1,2,1,99,99,99,99,99
Mark,Mark,Mark The Mogul Jackson,1,2,99,99,99,99,99,99
MLBr,MLBr,Martin Luke Brown,1,2,1,99,99,99,99,99
Mart,Mart,Martin Sjolie,1,2,10,99,99,99,99,99
Marv,Marv,Marvin Winans,1,2,2,99,99,99,99,99
MaryF,MaryF,Mary Frierson,1,1,99,99,99,99,99,99
MaryJ,MaryJ,Mary J. Blige,1,1,2,99,99,99,99,99
Masa,Masa,Masami Tozawa,1,99,99,99,99,99,99,99
Masas,Masas,Masashi Ohtsuki,1,99,99,99,99,99,99,99
MaAc,MaAc,Masta Ace,1,2,2,99,99,99,99,99
MaDi,MaDi,Matt Dike,1,2,2,99,99,99,99,99
MattM,MattM,Matt Morales,1,2,99,99,99,99,99,99
MattPr,MattPr,Matt Prime,1,2,1,99,99,99,99,99
Matt,Matt,Matt Squire,1,2,2,99,99,99,99,99
MatthewDe,MatthewDe,Matthew DelGiorno,1,2,99,99,99,99,99,99
MaJa,MaJa,Matthew Jacobson,1,2,2,99,99,99,99,99
MaTa,MaTa,Matthew Tavares,1,2,7,99,99,99,99,99
MaTi,MaTi,Matthew Tishler,1,2,7,99,99,99,99,99
MaLa,MaLa,Mattias Larsson,1,2,9,99,99,99,99,99
Matty,Matty,Matty Thomson,1,2,1,99,99,99,99,99
Mava,Mava,Mavado,1,2,10,99,99,99,99,99
MaxG,MaxG,Max Grant,1,99,99,99,99,99,99,99
MaxL,MaxL,Max Lynedoch Graham,1,2,1,99,99,99,99,99
MaxM,MaxM,Max Martin,1,2,9,99,99,99,99,99
MaxW,MaxW,Max Wartell,1,99,99,99,99,99,99,99
Mayn,Mayn,Mayne Zane,1,2,2,99,99,99,99,99
MCJB,MCJB,MC JB,1,99,99,99,99,99,99,99
MCA,MCA,MCA,1,2,2,99,99,99,99,99
MdL,MdL,MdL,1,2,2,99,99,99,99,99
Meek,Meek,Meek Mill,1,2,2,99,99,99,99,99
Megh,Megh,Meghan Trainor,1,1,2,99,99,99,99,99
MelT,MelT,Mel Tormé,1,2,2,99,99,99,99,99
MeJF,MeJF,Melanie Joy Fontana,1,1,2,99,99,99,99,99
MeLo,MeLo,MeLo-X,1,2,2,99,99,99,99,99
Melv,Melv,Melvin Hough,1,2,99,99,99,99,99,99
MStB,MStB,Menahan Street Band,1,2,2,99,99,99,99,99
Mere,Mere,Meredith Willson,1,2,2,99,99,99,99,99
Merr,Merr,"Merry Christmas, Baby by Rod Stewart",2,55,55,13,1,2012,13,55
Meta,Meta,Metaphor (KOR),1,99,99,99,99,99,99,99
Metr,Metr,Metro Boomin,1,2,2,99,99,99,99,99
Mfms,Mfms,MfmsiQ,1,99,99,99,99,99,99,99
Michael,Michael,"Michael ""Mikey"" Foster",1,2,2,99,99,99,99,99
MichaelBu,MichaelBu,Michael Bublé,1,2,7,99,99,99,99,99
MiBu,MiBu,Michael Burton,1,2,2,99,99,99,99,99
MichaelH,MichaelH,Michael Hutchence,1,2,10,99,99,99,99,99
MichaelJa,MichaelJa,Michael Jackson,1,2,2,99,99,99,99,99
Michel,Michel,"Michel ""Lindgren"" Schulz",1,2,3,99,99,99,99,99
MickJ,MickJ,Mick Jagger,1,2,1,99,99,99,99,99
MiJe,MiJe,Mick Jenkins,1,2,2,99,99,99,99,99
MickS,MickS,Mick Schultz,1,2,2,99,99,99,99,99
Midi,Midi,Midian Mathers,1,1,99,99,99,99,99,99
Midn,Midn,Midnight Memories by One Direction,2,55,55,1,1,2013,18,55
Migu,Migu,Miguel,1,2,2,99,99,99,99,99
MikeAi,MikeAi,Mike Aiello,1,2,99,99,99,99,99,99
MikeCar,MikeCar,Mike Caren,1,2,2,99,99,99,99,99
MikeDal,MikeDal,Mike Daly,1,2,2,99,99,99,99,99
MIKE,MIKE,MIKE DEAN,1,2,2,99,99,99,99,99
MikeE,MikeE,Mike Elizondo,1,2,2,99,99,99,99,99
MiHe,MiHe,Mike Hector,1,2,2,99,99,99,99,99
MikeJon,MikeJon,Mike Jones,1,2,2,99,99,99,99,99
MikeM,MikeM,Mike McTaggart,1,99,99,99,99,99,99,99
MikeN,MikeN,Mike Needle,1,2,1,99,99,99,99,99
MikeO,MikeO,Mike Olsen,1,2,7,99,99,99,99,99
MikePos,MikePos,Mike Posner,1,2,2,99,99,99,99,99
MikeSt,MikeSt,Mike Strange,1,2,2,99,99,99,99,99
MikeW,MikeW,Mike WiLL Made-It,1,2,2,99,99,99,99,99
Mikke,Mikke,Mikkel Storleer Eriksen,1,2,10,99,99,99,99,99
Mikky,Mikky,Mikky Ekko,1,2,2,99,99,99,99,99
Mile,Mile,Miles Grayson,1,2,99,99,99,99,99,99
Mios,Mios,Miossec,1,2,5,99,99,99,99,99
MiRo,MiRo,Mitch Rowland,1,2,2,99,99,99,99,99
Mitchum,Mitchum,Mitchum Chin,1,2,10,99,99,99,99,99
MNEK,MNEK,MNEK,1,2,1,99,99,99,99,99
Moke,Moke,Mokeyzz,1,2,1,99,99,99,99,99
Mpcl,Mpcl,Mon pays c est l amour by Johnny Hallyday,2,55,55,10,4,2018,11,55
MorM,MorM,MorMor,1,2,7,99,99,99,99,99
Mort,Mort,Mort Shuman,1,2,2,99,99,99,99,99
MoZe,MoZe,Mozella,1,1,2,99,99,99,99,99
Murd,Murd,Murda Beatz,1,2,7,99,99,99,99,99
MUSS,MUSS,MUSSASHI,1,99,99,99,99,99,99,99
MyWi,MyWi,Myles William,1,2,2,99,99,99,99,99
Mylo,Mylo,Mylo Xyloto by Coldplay,2,55,55,4,1,2011,14,55
NaPa,NaPa,Nai Palm,1,1,8,99,99,99,99,99
Nas,Nas,Nas,1,2,2,99,99,99,99,99
Nasr,Nasr,Nasri,1,2,7,99,99,99,99,99
Nata,Nata,Natalie Hemby,1,1,2,99,99,99,99,99
NateRu,NateRu,Nate Ruess,1,2,2,99,99,99,99,99
NathanC,NathanC,Nathan Cassells,1,2,1,99,99,99,99,99
NeYo,NeYo,Ne-Yo,1,2,2,99,99,99,99,99
NedW,NedW,Ned Washington,1,2,2,99,99,99,99,99
Need,Need,Needlz,1,2,2,99,99,99,99,99
Neon,Neon,Neon Boy,1,99,99,99,99,99,99,99
NiallHo,NiallHo,Niall Horan,1,2,10,99,99,99,99,99
NiDu,NiDu,Niamh Dunne,1,2,10,99,99,99,99,99
NickMa,NickMa,Nick Mason,1,2,1,99,99,99,99,99
NickMi,NickMi,Nick Mira,1,2,2,99,99,99,99,99
NickMon,NickMon,Nick Monson,1,2,2,99,99,99,99,99
NickMov,NickMov,Nick Movshon,1,2,2,99,99,99,99,99
NickTu,NickTu,Nick Turpin,1,2,99,99,99,99,99,99
Nick,Nick,Nick Zinner,1,2,2,99,99,99,99,99
NiMi,NiMi,Nicki Minaj,1,1,10,99,99,99,99,99
NickolasAs,NickolasAs,Nickolas Ashford,1,2,2,99,99,99,99,99
NickyR,NickyR,Nicky Romero,1,2,10,99,99,99,99,99
Nico,Nico,Nico Stadi,1,2,10,99,99,99,99,99
NicolasMe,NicolasMe,Nicolas Mercier,1,2,5,99,99,99,99,99
Nigh,Nigh,Night Visions by Imagina Dragons,2,55,55,5,1,2013,11,55
NileRo,NileRo,Nile Rodgers,1,2,2,99,99,99,99,99
Nine,Nine,Nineteen85,1,2,7,99,99,99,99,99
Nius,Nius,Nius,1,2,5,99,99,99,99,99
Nive,Nive,Nive,1,2,10,99,99,99,99,99
Mizz,Mizz,Nizzy,1,2,1,99,99,99,99,99
Njom,Njom,Njomza,1,1,2,99,99,99,99,99
NoID,NoID,No I.D.,1,2,2,99,99,99,99,99
NosixC,NosixC,No. 6 Collaborations Project by Ed Sheeran,2,55,55,1,1,2019,15,55
NoCo,NoCo,Noah Conrad,1,2,2,99,99,99,99,99
Noah,Noah,Noah Goldstein,1,2,99,99,99,99,99,99
Nobb,Nobb,Nobby,1,99,99,99,99,99,99,99
Noki,Noki,Nokio the N-Tity,1,2,2,99,99,99,99,99
NoAo,NoAo,Norio Aono,1,2,10,99,99,99,99,99
Norm,Norm,Norman Greenbaum,1,2,2,99,99,99,99,99
Noti,Noti,Notinbed,1,99,99,99,99,99,99,99
OAK,OAK,OAK,1,2,10,99,99,99,99,99
Octo,Octo,Octobar (Kimono Co.),1,99,99,99,99,99,99,99
OGRo,OGRo,OG Rocker,1,99,99,99,99,99,99,99
Olan,Olan,Olaniyi Akinkunmi,1,99,99,99,99,99,99,99
OliverFr,OliverFr,Oliver Frank,1,99,99,99,99,99,99,99
Oliv,Oliv,Oliver Kraus,1,2,3,99,99,99,99,99
OliverR,OliverR,Oliver Riedel,1,2,3,99,99,99,99,99
OliverS,OliverS,Oliver Sim,1,2,1,99,99,99,99,99
Omen,Omen,Omen (Producer),1,2,2,99,99,99,99,99
OnCu,OnCu,OnCue,1,2,2,99,99,99,99,99
Oneo,Oneo,Oneohtrix Point Never,1,2,2,99,99,99,99,99
ONHE,ONHE,ONHEL,1,2,2,99,99,99,99,99
OrGa,OrGa,Orla Gartland,1,1,10,99,99,99,99,99
Orri,Orri,Orri Páll Dýrason,1,2,10,99,99,99,99,99
Orvi,Orvi,Orville Mcwhinney,1,2,99,99,99,99,99,99
OscarH,OscarH,Oscar Hammerstein II,1,2,2,99,99,99,99,99
OsHo,OsHo,Oscar Holter,1,2,9,99,99,99,99,99
Osma,Osma,Osman Ismen,1,2,10,99,99,99,99,99
Otis,Otis,Otis Hicks,1,2,2,99,99,99,99,99
OvyO,OvyO,Ovy On The Drums,1,2,10,99,99,99,99,99
Owen,Owen,Owen Roberts,1,2,99,99,99,99,99,99
OZ,OZ,OZ,1,2,10,99,99,99,99,99
OZGO,OZGO,OZGO,1,2,9,99,99,99,99,99
Ozzy,Ozzy,Ozzy Osbourne,1,2,1,99,99,99,99,99
Pink,Pink,P!nk,1,1,2,99,99,99,99,99
P.Did,P.Did,P. Diddy,1,2,2,99,99,99,99,99
pady,pady,padyy (JPN),1,99,99,99,99,99,99,99
Pand,Pand,Panda Bear,1,2,2,99,99,99,99,99
Pard,Pard,Pardison Fontaine,1,2,2,99,99,99,99,99
Park,Park,Parker Ighile,1,2,1,99,99,99,99,99
PART,PART,PARTYNEXTDOOR,1,2,7,99,99,99,99,99
PatrickJQ,PatrickJQ,"Patrick ""J. Que"" Smith",1,2,2,99,99,99,99,99
PatrickPe,PatrickPe,Patrick Pentland,1,2,1,99,99,99,99,99
Patr,Patr,Patrick Roberts,1,1,8,99,99,99,99,99
PatrickSt,PatrickSt,Patrick Stump,1,2,2,99,99,99,99,99
Paul,Paul,Paul Bateman,1,2,99,99,99,99,99,99
PaBe,PaBe,Paul Bender,1,2,8,99,99,99,99,99
PaulE,PaulE,Paul Epworth,1,2,1,99,99,99,99,99
PaulJa,PaulJa,"Paul Jackson, Jr.",1,2,2,99,99,99,99,99
PaulK,PaulK,Paul Kennerley,1,2,1,99,99,99,99,99
PaulL,PaulL,Paul Landers,1,2,3,99,99,99,99,99
PaulMc,PaulMc,Paul McCartney,1,2,1,99,99,99,99,99
PaulMe,PaulMe,Paul Meehan,1,2,1,99,99,99,99,99
PaRo,PaRo,Paul Rosenberg,1,2,2,99,99,99,99,99
PaulWi,PaulWi,Paul Williams,1,2,2,99,99,99,99,99
Paulo,Paulo,Paulo Londra,1,2,10,99,99,99,99,99
PDog,PDog,PDogg,1,2,10,99,99,99,99,99
Penn,Penn,Penny Foster,1,1,1,99,99,99,99,99
PeUg,PeUg,Pero Ugrin,1,2,10,99,99,99,99,99
PeMo,PeMo,Perrin Moss,1,2,8,99,99,99,99,99
Pete,Pete,Pete Kelleher,1,2,1,99,99,99,99,99
PeterAl,PeterAl,Peter Allen,1,2,8,99,99,99,99,99
PeterN,PeterN,Peter Nord,1,2,9,99,99,99,99,99
PeterSv,PeterSv,Peter Svensson,1,2,9,99,99,99,99,99
PeterWa,PeterWa,Peter Wallevik,1,2,10,99,99,99,99,99
Phar,Phar,Pharrell Williams,1,2,2,99,99,99,99,99
PhilB,PhilB,Phil Beaudreau,1,2,2,99,99,99,99,99
PhilSp,PhilSp,Phil Spector,1,2,2,99,99,99,99,99
Philip,Philip,Philip Lawrence,1,2,2,99,99,99,99,99
PhilipS,PhilipS,Philip Springer,1,2,2,99,99,99,99,99
PJTe,PJTe,Phillip James Terry,1,2,2,99,99,99,99,99
PhilW,PhilW,Phillip Weatherspoon,1,2,99,99,99,99,99,99
Phre,Phre,Phredley Brown,1,2,2,99,99,99,99,99
PDBu,PDBu,Pierre Dominique Burgaud,1,2,5,99,99,99,99,99
PiJo,PiJo,Pierre Jouishomme,1,2,5,99,99,99,99,99
PYLe,PYLe,Pierre Yves Lebert,1,2,5,99,99,99,99,99
Pier,Pier,Piers Agget,1,2,1,99,99,99,99,99
Pimp,Pimp,Pimp C,1,2,2,99,99,99,99,99
Pinky,Pinky,Pinky Tomlin,1,2,2,99,99,99,99,99
Pipp,Pipp,Pippi Svensson,1,99,99,99,99,99,99,99
Play,Play,Play,1,99,99,99,99,99,99,99
Plus,Plus,Pluss,1,2,2,99,99,99,99,99
PMD,PMD,PMD,1,2,2,99,99,99,99,99
PnBR,PnBR,PnB Rock,1,2,2,99,99,99,99,99
Polin,Polin,POLINA,1,1,10,99,99,99,99,99
Polly,Polly,Polly Samson,1,1,1,99,99,99,99,99
Polo,Polo,Polow da Don,1,2,2,99,99,99,99,99
PoBe,PoBe,Poo Bear,1,2,2,99,99,99,99,99
PopW,PopW,Pop Wansel,1,2,2,99,99,99,99,99
Popc,Popc,Popcaan,1,2,10,99,99,99,99,99
Porc,Porc,Porcelain Black,1,1,2,99,99,99,99,99
Porl,Porl,Porl Thompson,1,2,1,99,99,99,99,99
Post,Post,Post Malone,1,2,2,99,99,99,99,99
Princ,Princ,Prince 85,1,99,99,99,99,99,99,99
Prin,Prin,Prince Markie Dee,1,2,2,99,99,99,99,99
Print,Print,Printz Board,1,2,2,99,99,99,99,99
Prisc,Prisc,Priscilla Renea,1,1,2,99,99,99,99,99
Pris,Pris,Prism by Katy Perry,2,55,55,1,1,2013,16,55
Pure,Pure,Pure Heroine by Lorde,2,55,55,1,1,2014,10,55
Purp,Purp,Purpose by Justin Bieber,2,55,55,1,1,2015,14,55
QQ,QQ,QQ,1,99,99,99,99,99,99,99
Quav,Quav,Quavo,1,2,2,99,99,99,99,99
R.Cit,R.Cit,R. City (Duo),1,2,2,99,99,99,99,99
RKel,RKel,R. Kelly,1,2,2,99,99,99,99,99
RaCh,RaCh,Ra Charm,1,2,2,99,99,99,99,99
RnBM,RnBM,Rag 'n' Bone Man,1,2,1,99,99,99,99,99
RalphB,RalphB,Ralph Blane,1,2,2,99,99,99,99,99
Rami,Rami,Rami,1,2,9,99,99,99,99,99
Ramm,Ramm,Rammstein by Rammstein,2,55,55,9,2,2019,11,55
Ranc,Ranc,Rance,1,2,2,99,99,99,99,99
Rand,Rand,Random Access Memories by Daft Punk,2,55,55,6,1,2013,14,55
RandyNe,RandyNe,Randy Newman,1,2,2,99,99,99,99,99
Randy,Randy,Randy Runyon,1,99,99,99,99,99,99,99
Rans,Rans,Ransom,1,2,2,99,99,99,99,99
RABO,RABO,RAT BOY,1,2,1,99,99,99,99,99
RayE,RayE,Ray Evans,1,2,2,99,99,99,99,99
RayJ,RayJ,Ray J,1,2,2,99,99,99,99,99
RMDJ,RMDJ,Ray Michael Djan Jr,1,2,1,99,99,99,99,99
RayM,RayM,Ray Murray,1,99,2,99,99,99,99,99
RaRo,RaRo,Ray Romulus,1,2,2,99,99,99,99,99
Redb,Redb,Red by Taylor Swift,2,55,55,8,1,2012,16,55
RedO,RedO,RedOne,1,2,10,99,99,99,99,99
ReSp,ReSp,Regina Spektor,1,1,10,99,99,99,99,99
repu,repu,reputation by Taylor Swift,2,55,55,1,1,2017,15,55
ReJa,ReJa,Reuben James,1,2,1,99,99,99,99,99
ReRu,ReRu,Rev Run,1,2,2,99,99,99,99,99
Revi,Revi,Revival by Eminem,2,55,55,2,1,2017,19,55
RayR,RayR,Rey Reel,1,2,2,99,99,99,99,99
Ricc,Ricc,Ricci Riera,1,2,2,99,99,99,99,99
Rich,Rich,Rich Harrison,1,2,2,99,99,99,99,99
RichardB,RichardB,Richard B. Smith,1,2,2,99,99,99,99,99
RiFa,RiFa,Richard Fairbrass,1,2,1,99,99,99,99,99
RichardR,RichardR,Richard Rodgers,1,2,2,99,99,99,99,99
RichardWr,RichardWr,Richard Wright,1,2,1,99,99,99,99,99
RichardZ,RichardZ,Richard Z. Kruspe,1,2,3,99,99,99,99,99
Riche,Riche,Richelle Alleyne,1,1,7,99,99,99,99,99
RickCu,RickCu,Rick Cunningham,1,99,99,99,99,99,99,99
RickNo,RickNo,Rick Nowels,1,2,2,99,99,99,99,99
RickRo,RickRo,Rick Ross,1,2,2,99,99,99,99,99
RickRu,RickRu,Rick Rubin,1,2,2,99,99,99,99,99
Rick,Rick,Ricky Reed,1,2,2,99,99,99,99,99
RiWe,RiWe,Ricky West,1,2,2,99,99,99,99,99
Rico,Rico,Rico Wade,1,2,2,99,99,99,99,99
Riha,Riha,Rihanna,1,1,10,99,99,99,99,99
Ring,Ring,Ringo Starr,1,2,1,99,99,99,99,99
Rive,Rive,Rivelino,1,99,99,99,99,99,99,99
RM,RM,RM,1,2,10,99,99,99,99,99
RobHo,RobHo,Rob Holladay,1,2,2,99,99,99,99,99
RobKn,RobKn,Rob Knox,1,2,2,99,99,99,99,99
RoMa,RoMa,Rob Manzoli,1,2,1,99,99,99,99,99
RobSw,RobSw,Rob Swire,1,2,8,99,99,99,99,99
RoKB,RoKB,"Robert ""Kool"" Bell",1,2,2,99,99,99,99,99
RobertBu,RobertBu,Robert Burns,1,2,1,99,99,99,99,99
Rober,Rober,Robert Holmes,1,2,1,99,99,99,99,99
RobertLo,RobertLo,Robert Lopez,1,2,2,99,99,99,99,99
Robe,Robe,Robert Plant,1,2,1,99,99,99,99,99
RobertSm,RobertSm,Robert Smith,1,2,1,99,99,99,99,99
RoSM,RoSM,Robert Spike Mickens,1,2,2,99,99,99,99,99
RobertT,RobertT,Robert Trujillo,1,2,2,99,99,99,99,99
RobertWe,RobertWe,Robert Wells,1,2,2,99,99,99,99,99
RoFr,RoFr,Robin Fredriksson,1,2,9,99,99,99,99,99
RobinGi,RobinGi,Robin Gibb,1,2,1,99,99,99,99,99
Rock,Rock,Rock or Bust by AC/DC,2,55,55,4,1,2014,11,55
RodAr,RodAr,Rod Argent,1,2,1,99,99,99,99,99
RodS,RodS,Rod Stewart,1,2,1,99,99,99,99,99
Rodn,Rodn,Rodney Jerkins,1,2,2,99,99,99,99,99
Roger,Roger,Roger O'Donell,1,2,1,99,99,99,99,99
Roge,Roge,Roger Taylor,1,2,1,99,99,99,99,99
RoTr,RoTr,Roger Troutman,1,2,2,99,99,99,99,99
Rola,Rola,Roland Orzabal,1,2,1,99,99,99,99,99
RoSp,RoSp,Rollo Spreckley,1,2,1,99,99,99,99,99
Roman,Roman,Roman Campolo,1,2,2,99,99,99,99,99
Romy,Romy,Romy,1,1,1,99,99,99,99,99
RNUF,RNUF,"Ron ""NEFF-U"" Feemster",1,2,2,99,99,99,99,99
RonN,RonN,Ron NEFF-U Feemster,1,2,2,99,99,99,99,99
RonJ,RonJ,Ronny J,1,2,2,99,99,99,99,99
Roqu,Roqu,Roquel “Billy” Davis,1,2,2,99,99,99,99,99
Ross,Ross,Ross Golan,1,2,2,99,99,99,99,99
Royc,Royc,"Royce da 5'9""",1,2,2,99,99,99,99,99
RoyceH,RoyceH,Royce.H,1,99,99,99,99,99,99,99
RUCC,RUCC,RUCCA,1,99,99,99,99,99,99,99
Rudi,Rudi,Rudimental,1,2,1,99,99,99,99,99
Rumi,Rumi,Rumi,1,99,99,99,99,99,99,99
Rupe,Rupe,Rupert Holmes,1,2,2,99,99,99,99,99
RuthAn,RuthAn,RuthAnne,1,1,10,99,99,99,99,99
Ruut,Ruut,Ruuth,1,1,3,99,99,99,99,99
Ryan,Ryan,Ryan Lawrie,1,2,1,99,99,99,99,99
RyanL,RyanL,Ryan Lewis,1,2,2,99,99,99,99,99
RyanN,RyanN,Ryan Nasci,1,2,2,99,99,99,99,99
RyanT,RyanT,Ryan Tedder,1,2,2,99,99,99,99,99
STnk,STnk,S-Tnk,1,99,99,99,99,99,99,99
SPag,SPag,S. Pages Mehner,1,99,99,99,99,99,99,99
Sone,Sone,S1,1,2,2,99,99,99,99,99
Sabah,Sabah,Sabahattin Ali,1,99,99,99,99,99,99,99
Sach,Sach,Sacha Skarbek,1,2,1,99,99,99,99,99
Sain,Sain,Saint Cassius,1,2,2,99,99,99,99,99
SAKP,SAKP,SAK PASE,1,2,2,99,99,99,99,99
SAKR,SAKR,SAKRA,1,99,99,99,99,99,99,99
SaDe,SaDe,Sam Dew,1,2,2,99,99,99,99,99
SamH,SamH,Sam Harris,1,2,2,99,99,99,99,99
SamHo,SamHo,Sam Hollander,1,2,2,99,99,99,99,99
SaKl,SaKl,Sam Klempner,1,2,1,99,99,99,99,99
SamS,SamS,Sam Smith,1,3,1,99,99,99,99,99
